	Age	Current Position	Name	Price	Shares Traded	Since	symbol
3	58.0	Executive Vice President, Chief Investment Officer and President of Talcott resolution	Brion Johnson			2014.0	HIG.N
4	52.0	Executive Vice President, General Counsel	David Robinson			2015.0	HIG.N
5	56.0	Executive Vice President - Human Resources	Martha Gervasi			2012.0	HIG.N
6	54.0	Executive Vice President - Operations and Technology	William Bloom			2014.0	HIG.N
7	53.0	Executive Vice President, President - The Hartford Mutual Funds	James Davey			2012.0	HIG.N
8	55.0	Senior Vice President, Controller	Scott Lewis			2013.0	HIG.N
9	60.0	Chief Marketing and Communications Officer	Kathleen Bromage			2015.0	HIG.N
10	56.0	Chief Risk Officer	Robert Paiano			2017.0	HIG.N
11	52.0	Chief Strategy and Ventures Officer	John Wilcox			2016.0	HIG.N
12	59.0	Director	Carlos Dominguez			2018.0	HIG.N
13	71.0	Independent Director	Robert Allardice			2008.0	HIG.N
14	58.0	Independent Director	Trevor Fetter			2007.0	HIG.N
15	60.0	Independent Director	Steve McGill			2017.0	HIG.N
16	52.0	Independent Director	Kathryn Mikells			2010.0	HIG.N
17	71.0	Independent Director	Michael Morris			2004.0	HIG.N
18	72.0	Independent Director	Thomas Renyi			2010.0	HIG.N
19	54.0	Independent Director	Julie Richardson			2014.0	HIG.N
20	59.0	Independent Director	Teresa Roseborough			2015.0	HIG.N
21	56.0	Independent Director	Virginia Ruesterholz			2013.0	HIG.N
22	66.0	Independent Director	Greig Woodring			2017.0	HIG.N
23		Senior Vice President - Investor Relations	Sabra Purtill			2016.0	HIG.N
0	69.0	Chairman of the Board	Charles Davis			2018.0	HSY.N
1	56.0	President, Chief Executive Officer, Director	Michele Buck			2017.0	HSY.N
2	57.0	Chief Financial Officer, Senior Vice President	Patricia Little			2015.0	HSY.N
3	56.0	President - U.S	Todd Tillemans			2017.0	HSY.N
4	52.0	Senior Vice President, Chief Human Resources Officer	Kevin Walling			2011.0	HSY.N
5	68.0	Senior Vice President, Chief Product Supply and Technology Officer	Terence O'Day			2017.0	HSY.N
6		Senior Vice President, General Counsel, Secretary	Damien Atkins			2018.0	HSY.N
7	55.0	Senior Vice President, Chief Growth Officer	Mary West			2017.0	HSY.N
8	50.0	Chief Accounting Officer	Javier Idrovo			2015.0	HSY.N
9		Senior Director, IR Contact Officer	Melissa Poole			2018.0	HSY.N
10	64.0	Independent Director	Pamela Arway			2010.0	HSY.N
11	66.0	Independent Director	James Brown			2017.0	HSY.N
12	61.0	Independent Director	Mary Haben			2013.0	HSY.N
13	50.0	Independent Director	James Katzman				HSY.N
14	65.0	Independent Director	M Koken			2017.0	HSY.N
15	65.0	Independent Director	Robert Malcolm			2011.0	HSY.N
16	58.0	Independent Director	Anthony Palmer			2011.0	HSY.N
17	51.0	Independent Director	Wendy Schoppert			2017.0	HSY.N
18	69.0	Independent Director	David Shedlarz			2008.0	HSY.N
0	51.0	Independent Chairman of the Board	Alexandre Behring			2013.0	KHC.OQ
1	48.0	Chief Executive Officer	Bernardo Hees			2015.0	KHC.OQ
2	60.0	Vice Chairman of the Board	John Cahill			2015.0	KHC.OQ
3	29.0	Chief Financial Officer, Executive Vice President	David Knopf			2017.0	KHC.OQ
4	43.0	President of U.S. Commercial Business	Paulo Basilio			2017.0	KHC.OQ
5	35.0	Zone President of Latin America	Pedro Drevon			2017.0	KHC.OQ
6	44.0	Zone President,Canada	Carlos Augusto Leone Piani			2015.0	KHC.OQ
7	43.0	Zone President of EMEA	Raphael Oliveira			2016.0	KHC.OQ
8	41.0	Zone President - Asia Pacific Business	Rodrigo Wickbold			2017.0	KHC.OQ
9	44.0	Executive Vice President - Global Operations	Eduardo Pelleissone			2015.0	KHC.OQ
10		Senior Vice President, Global General Counsel and Corporate Secretary	Rashida La Lande			2018.0	KHC.OQ
11	42.0	Principal Accounting Officer, Global Controller	Vince Garlati			2018.0	KHC.OQ
12	51.0	Special Advisor - The Kraft Heinz Company	George Zoghbi			2017.0	KHC.OQ
13	55.0	Independent Director	Gregory Abel			2015.0	KHC.OQ
14	33.0	Independent Director	Tracy Cool			2013.0	KHC.OQ
15	41.0	Independent Director	Feroz Dewan			2016.0	KHC.OQ
16	66.0	Independent Director	Jeanne Jackson			2015.0	KHC.OQ
17	78.0	Independent Director	Jorge Paulo Lemann			2013.0	KHC.OQ
18	69.0	Independent Director	John Pope			2015.0	KHC.OQ
19	68.0	Independent Director	Marcel Telles			2013.0	KHC.OQ
0	66.0	Independent Chairman of the Board	Jim Manzi			2007.0	TMO.N
1	50.0	President, Chief Executive Officer, Director	Marc Casper			2009.0	TMO.N
2	51.0	Chief Financial Officer, Senior Vice President	Stephen Williamson			2015.0	TMO.N
3	55.0	Chief Operating Officer, Executive Vice President	Mark Stevenson			2017.0	TMO.N
4	56.0	Senior Vice President, General Counsel	Michael Boxer			2018.0	TMO.N
5	51.0	Senior Vice President, President - Specialty Diagnostics	Patrick Durbin			2015.0	TMO.N
6	52.0	Senior Vice President	Gregory Herrema			2017.0	TMO.N
7	44.0	Senior Vice President	Michel Lagarde			2017.0	TMO.N
8	58.0	Vice President, Chief Accounting Officer	Peter Hornstra			2007.0	TMO.N
9	59.0	Director	James Mullen			2018.0	TMO.N
10	52.0	Independent Director	Nelson Chai			2010.0	TMO.N
11	61.0	Independent Director	C. Martin Harris			2012.0	TMO.N
12	57.0	Independent Director	Tyler Jacks			2009.0	TMO.N
13	69.0	Independent Director	Judy Lewent			2008.0	TMO.N
14	63.0	Independent Director	Thomas Lynch			2009.0	TMO.N
15	64.0	Independent Director	Lars Sorensen			2016.0	TMO.N
16	60.0	Independent Director	Scott Sperling			2006.0	TMO.N
17	70.0	Independent Director	Elaine Ullian			2001.0	TMO.N
18	50.0	Independent Director	Dion Weisler			2017.0	TMO.N
19		Vice President, Investor Relations	Kenneth Apicerno				TMO.N
0	65.0	Chairman of the Board	Roger Farah			2017.0	TIF.N
1	53.0	Chief Executive Officer, Director	Alessandro Bogliolo			2017.0	TIF.N
2	49.0	Chief Financial Officer, Executive Vice President	Mark Erceg			2016.0	TIF.N
3	62.0	Chief Human Resource Officer, Senior Vice President	Victoria Berger-Gross			2017.0	TIF.N
4	41.0	Senior Vice President, General Counsel, Secretary	Leigh Harlan			2014.0	TIF.N
5	48.0	Senior Vice President - Global Category Marketing	Pamela Cloud			2016.0	TIF.N
6	57.0	Senior Vice President - International	Philippe Galtie			2015.0	TIF.N
7	50.0	Senior Vice President – Diamond & Jewelry Supply	Andrew Hart			2013.0	TIF.N
8	60.0	Senior Vice President - Chief Brand Officer	Caroline Naggiar			2016.0	TIF.N
9	57.0	Senior Vice President - Americas	Jennifer Winter			2015.0	TIF.N
10	47.0	Principal Accounting Officer	Michael Rinaldo			2017.0	TIF.N
11		Vice President - Global Business Transformation	John Barresi			2017.0	TIF.N
12	74.0	Lead Independent Director	Charles Marquis			1984.0	TIF.N
13	67.0	Director	Michael Kowalski			2017.0	TIF.N
14	71.0	Director	William Shutzer			1984.0	TIF.N
15	67.0	Independent Director	Rose Bravo			1997.0	TIF.N
16	75.0	Independent Director	Gary Costley			2007.0	TIF.N
17	73.0	Independent Director	Lawrence Fish			2008.0	TIF.N
18	64.0	Independent Director	Abby Kohnstamm			2001.0	TIF.N
19	56.0	Independent Director	James Lillie			2017.0	TIF.N
20	66.0	Independent Director	Robert Singer			2011.0	TIF.N
21	61.0	Independent Director	Francesco Trapani			2017.0	TIF.N
22		Vice President - Investor Relations	Mark Aaron				TIF.N
0	63.0	Executive Chairman of the Board	Carol Meyrowitz			2016.0	TJX.N
1	56.0	President, Chief Executive Officer, Director	Ernie Herrman			2016.0	TJX.N
2	63.0	Chief Financial Officer, Senior Executive Vice President	Scott Goldenberg			2014.0	TJX.N
3	55.0	Senior Executive Vice President, Group President	Kenneth Canestrari			2014.0	TJX.N
4	60.0	Senior Executive Vice President, Group President	Richard Sherr			2012.0	TJX.N
5	74.0	Lead Independent Director	John O'Brien				TJX.N
6	65.0	Director	Rosemary Berkery			2018.0	TJX.N
7	59.0	Independent Director	Zein Abdalla			2012.0	TJX.N
8	55.0	Independent Director	Jose Alvarez			2007.0	TJX.N
9	67.0	Independent Director	Alan Bennett			2007.0	TJX.N
10	64.0	Independent Director	David Ching			2007.0	TJX.N
11	62.0	Independent Director	Michael Hines			2007.0	TJX.N
12	65.0	Independent Director	Amy Lane			2005.0	TJX.N
13	65.0	Independent Director	Jackwyn Nemerov			2016.0	TJX.N
14	69.0	Independent Director	Willow Shire			1995.0	TJX.N
15		Senior Vice President, Global Communications	Debra McConnell			2015.0	TJX.N
0	65.0	Co-Chairman of the Board, Co-Chief Executive Officer	Gary Coleman			2014.0	TMK.N
1	64.0	Co-Chairman of the Board, Co-Chief Executive Officer	Larry Hutchison			2014.0	TMK.N
2	55.0	President and Chief Executive Officer, Globe Life Direct Response of Globe	Bill Leavell			2017.0	TMK.N
3	56.0	Chief Financial Officer, Executive Vice President, President of American Income	Frank Svoboda			2017.0	TMK.N
4	51.0	Chief Executive Officer - LNL Agency Division of Liberty	Steven DiChiaro			2018.0	TMK.N
5	45.0	Chief Executive Officer, AIL Agency Division of American Income	Steven Greer			2018.0	TMK.N
6	50.0	President and Chief Executive Officer, FHL Agency Division of Family Heritage	Kenneth Matson			2017.0	TMK.N
7	60.0	Executive Vice President, Chief Administrative Officer, President of Liberty	Vern Herbel			2017.0	TMK.N
8	66.0	Executive Vice President, Chief Investment Officer	W. Michael Pressley			2013.0	TMK.N
9	51.0	Executive Vice President, Chief Information Officer	James McPartland			2014.0	TMK.N
10	54.0	Chief Risk Officer, Executive Vice President, General Counsel, President of Globe	R. Brian Mitchell			2017.0	TMK.N
11	47.0	Executive Vice President, Chief Strategy Officer	J. Matthew Darden			2017.0	TMK.N
12	59.0	Executive Vice President, Chief Actuary	Ben Lutek			2013.0	TMK.N
13	44.0	Vice President - Marketing	Jennifer Haworth			2018.0	TMK.N
14	55.0	Vice President of Investor Relations, President of United American	Michael Majors			2016.0	TMK.N
15	63.0	Vice President, Associate Counsel, Corporate Secretary	Carol Mccoy			2001.0	TMK.N
16	54.0	Vice President - Enterprise Lead Generation	Mary Henderson			2018.0	TMK.N
17	45.0	Director of Human Resources, Assistant Secretary	Rebecca Zorn			2018.0	TMK.N
18	70.0	Lead Independent Director	Charles Adair			2010.0	TMK.N
19	66.0	Independent Director	Linda Addison			2018.0	TMK.N
20	66.0	Independent Director	Marilyn Alexander			2013.0	TMK.N
21	51.0	Independent Director	Cheryl Alston			2018.0	TMK.N
22	76.0	Independent Director	David Boren			2010.0	TMK.N
23	54.0	Independent Director	Jane Buchan			2005.0	TMK.N
24	69.0	Independent Director	Robert Ingram			2005.0	TMK.N
25	67.0	Independent Director	Steven Johnson			2016.0	TMK.N
26	52.0	Independent Director	Darren Rebelez			2010.0	TMK.N
27	70.0	Independent Director	Lamar Smith			1999.0	TMK.N
28	58.0	Independent Director	Mary Thigpen			2018.0	TMK.N
29	77.0	Independent Director	Paul Zucconi			2002.0	TMK.N
0	66.0	Chairman of the Board, President, Chief Executive Officer	Marion Woods			2017.0	TSS.N
1	47.0	Chief Financial Officer, Senior Executive Vice President	Paul Todd			2014.0	TSS.N
2	52.0	Senior Executive Vice President, Chief Information Officer	Patricia Watson			2015.0	TSS.N
3	64.0	Senior Executive Vice President, General Counsel, Secretary	George Griffith			2008.0	TSS.N
4		Senior Executive Vice President	Kelley Knutson			2018.0	TSS.N
5		Senior Executive Vice President, President - Merchant Solutions	Philip McHugh			2017.0	TSS.N
6	71.0	Director	Philip Tomlinson			2016.0	TSS.N
7	54.0	Independent Director	F. Thaddeus Arroyo			2017.0	TSS.N
8	70.0	Independent Director	Kriss Cloninger			2004.0	TSS.N
9	73.0	Independent Director	Walter Driver			2002.0	TSS.N
10	68.0	Independent Director	Sidney Harris			1999.0	TSS.N
11	74.0	Independent Director	William Isaac			2014.0	TSS.N
12	58.0	Independent Director	Joia Johnson			2018.0	TSS.N
13	70.0	Independent Director	Mason Lampton			1986.0	TSS.N
14	59.0	Independent Director	Connie McDaniel			2014.0	TSS.N
15	64.0	Independent Director	Richard Smith			2017.0	TSS.N
16	61.0	Independent Director	John Turner			2003.0	TSS.N
17	70.0	Independent Director	Richard Ussery			2006.0	TSS.N
18		Senior Director	Shawn Roberts				TSS.N
0	58.0	Independent Executive Chairman of the Board	Cynthia Jamison			2014.0	TSCO.OQ
1	50.0	President, Chief Operating Officer	Steve Barbarick			2018.0	TSCO.OQ
2	62.0	Chief Executive Officer, Director	Gregory Sandfort			2016.0	TSCO.OQ
3	46.0	Chief Financial Officer, Senior Vice President, Treasurer	Kurt Barton			2017.0	TSCO.OQ
4	45.0	Executive Vice President, Chief Technology, Digital Commerce and Strategy Officer	Robert Mills			2018.0	TSCO.OQ
5	61.0	Executive Vice President, General Counsel, Corporate Secretary	Benjamin Parrish			2016.0	TSCO.OQ
6	45.0	Senior Vice President - Human Resources	Chad Frazell			2014.0	TSCO.OQ
7	53.0	Director	Denise Jackson			2018.0	TSCO.OQ
8	71.0	Independent Director	Peter Bewley			2011.0	TSCO.OQ
9	65.0	Independent Director	Thomas Kingsbury			2017.0	TSCO.OQ
10	47.0	Independent Director	Ramkumar Krishnan			2016.0	TSCO.OQ
11	69.0	Independent Director	George MacKenzie			2007.0	TSCO.OQ
12	66.0	Independent Director	Edna Morris			2004.0	TSCO.OQ
13	62.0	Independent Director	Mark Weikel			2014.0	TSCO.OQ
0	65.0	Executive Chairman of the Board	W. Nicholas Howley			2018.0	TDG.N
1	52.0	President, Chief Executive Officer, Director	Kevin Stein			2018.0	TDG.N
2	61.0	Vice Chairman	Robert Henderson			2017.0	TDG.N
3	35.0	Chief Financial Officer	Michael Lisman			2018.0	TDG.N
4	60.0	Executive Vice President - Business Development and Mergers & Acquisitions	Bernt Iversen			2012.0	TDG.N
5	57.0	Executive Vice President	Roger Jones			2015.0	TDG.N
6	53.0	Executive Vice President	Peter Palmer			2012.0	TDG.N
7	47.0	Executive Vice President	Joel Reiss			2015.0	TDG.N
8	43.0	Executive Vice President and Chief Operating Officer of wer & Control Segment	Jorge Valladares			2018.0	TDG.N
9	58.0	Senior Vice President - Finance	James Skulina			2018.0	TDG.N
10	56.0	Director	Raymond Laubenthal			2015.0	TDG.N
11	54.0	Independent Director	David Barr			2017.0	TDG.N
12	66.0	Independent Director	William Dries			2011.0	TDG.N
13	64.0	Independent Director	Mervin Dunn			2007.0	TDG.N
14	66.0	Independent Director	Michael Graff			2003.0	TDG.N
15	60.0	Independent Director	Sean Hennessy			2006.0	TDG.N
16	59.0	Independent Director	Gary McCullough			2017.0	TDG.N
17	79.0	Independent Director	Douglas Peacock			2003.0	TDG.N
18	47.0	Independent Director	Michele Santana			2018.0	TDG.N
19	51.0	Independent Director	Robert Small			2010.0	TDG.N
20	66.0	Independent Director	John Staer			2012.0	TDG.N
0	52.0	Chairman of the Board, Chief Executive Officer	Alan Schnitzer			2017.0	TRV.N
1	49.0	Vice Chairman and Chief Legal Officer	Avrohom Kess			2016.0	TRV.N
2	69.0	Vice Chairman, Chief Investment Officer	William Heyman			2005.0	TRV.N
3	65.0	Vice Chairman	Jay Benet			2018.0	TRV.N
4	54.0	Chief Financial Officer, Executive Vice President	Daniel Frey			2018.0	TRV.N
5	64.0	Executive Vice President, Chief Administrative Officer	Andy Bessette			2004.0	TRV.N
6		Executive Vice President, Chief Information Officer	Mojgan Lefebvre			2018.0	TRV.N
7	62.0	Executive Vice President, General Counsel	Kenneth Spence			2005.0	TRV.N
8	53.0	Executive Vice President - Strategic Development and Corporate Treasurer	Maria Olivo			2010.0	TRV.N
9	62.0	Executive Vice President - Human Resources	John Clifford			2007.0	TRV.N
10	50.0	Executive Vice President and President - Personal Insurance, Head of Enterprise Business Intelligence & Analytics	Michael Klein			2016.0	TRV.N
11	59.0	Executive Vice President and President - Bond & Specialty Insurance	Thomas Kunkel			2015.0	TRV.N
12	51.0	Executive Vice President and President - Business Insurance	Gregory Toczydlowski			2016.0	TRV.N
13		Chief Data and Analytics Officer	Bruce Gifford			2018.0	TRV.N
14	75.0	Independent Lead Director	John Dasburg			2017.0	TRV.N
15	61.0	Director	Clarence Otis			2017.0	TRV.N
16	68.0	Independent Director	Alan Beller			2007.0	TRV.N
17	68.0	Independent Director	Janet Dolan			2001.0	TRV.N
18	73.0	Independent Director	Kenneth Duberstein			1998.0	TRV.N
19	68.0	Independent Director	Patricia Higgins			2007.0	TRV.N
20	67.0	Independent Director	William Kane			2012.0	TRV.N
21	68.0	Independent Director	Philip Ruegger			2014.0	TRV.N
22	57.0	Independent Director	Todd Schermerhorn			2016.0	TRV.N
23	71.0	Independent Director	Donald Shepard			2009.0	TRV.N
24	61.0	Independent Director	Laurie Thomsen			2004.0	TRV.N
25		IR Contact Officer	Gabriella Nawi				TRV.N
0	57.0	Chairman of the Board	Gregory Maffei			2013.0	TRIP.OQ
1	55.0	President, Chief Executive Officer, Director	Stephen Kaufer			2011.0	TRIP.OQ
2	51.0	Chief Financial Officer, Senior Vice President, Treasurer	Ernst Teunissen			2015.0	TRIP.OQ
3	47.0	President - Vacation Rentals and Attractions	Dermot Halpin			2011.0	TRIP.OQ
4	48.0	Senior Vice President, General Counsel, Secretary	Seth Kalvert			2011.0	TRIP.OQ
5	58.0	Director	Jay Hoag			2018.0	TRIP.OQ
6	58.0	Director	Albert Rosenthaler			2016.0	TRIP.OQ
7	49.0	Independent Director	Dipchand Nishar			2013.0	TRIP.OQ
8	45.0	Independent Director	Jeremy Philips			2011.0	TRIP.OQ
9	42.0	Independent Director	Spencer Rascoff			2013.0	TRIP.OQ
10	51.0	Independent Director	Robert Wiesenthal			2011.0	TRIP.OQ
0	54.0	Executive Chairman of the Board	Omid Kordestani			2015.0	TWTR.N
1	41.0	Chief Executive Officer, Director	Jack Dorsey			2015.0	TWTR.N
2	44.0	Chief Financial Officer	Ned Segal			2017.0	TWTR.N
3	43.0	Chief Legal Officer and Secretary	Vijaya Gadde			2018.0	TWTR.N
4	71.0	Lead Independent Director	Marjorie Scardino			2016.0	TWTR.N
5	44.0	Independent Director	Martha Lane Fox			2016.0	TWTR.N
6	63.0	Independent Director	Debra Lee			2016.0	TWTR.N
7	64.0	Independent Director	Ngozi Okonjo-Iweala			2018.0	TWTR.N
8		Independent Director	Patrick Pichette			2017.0	TWTR.N
9	50.0	Independent Director	David Rosenblatt			2010.0	TWTR.N
10	37.0	Independent Director	Bret Taylor			2016.0	TWTR.N
11	46.0	Independent Director	Evan Williams			2010.0	TWTR.N
12	64.0	Independent Director	Robert Zoellick			2018.0	TWTR.N
0	87.0	Executive Co-Chairman of the Board	Keith Murdoch			2015.0	FOXA.OQ
1	47.0	Executive Co-Chairman of the Board	Lachlan Murdoch			2015.0	FOXA.OQ
2		President	Uday Shankar			2017.0	FOXA.OQ
3	45.0	Chief Executive Officer, Director	James Murdoch			2015.0	FOXA.OQ
4	64.0	Vice Chairman of the Board	Chase Carey			2016.0	FOXA.OQ
5	61.0	Chief Financial Officer, Senior Executive Vice President	John Nallen			2013.0	FOXA.OQ
6	68.0	Lead Independent Director	Roderick Eddington			2006.0	FOXA.OQ
7	71.0	Director	David DeVoe			2013.0	FOXA.OQ
8	43.0	Independent Director	Delphine Arnault			2013.0	FOXA.OQ
9	57.0	Independent Director	James Breyer			2011.0	FOXA.OQ
10	70.0	Independent Director	Jacques Nasser			2013.0	FOXA.OQ
11	60.0	Independent Director	Robert Silberman			2013.0	FOXA.OQ
12	56.0	Independent Director	Tidjane Thiam			2014.0	FOXA.OQ
0	87.0	Executive Co-Chairman of the Board	Keith Murdoch			2015.0	FOX.OQ
1	47.0	Executive Co-Chairman of the Board	Lachlan Murdoch			2015.0	FOX.OQ
2		President	Uday Shankar			2017.0	FOX.OQ
3	45.0	Chief Executive Officer, Director	James Murdoch			2015.0	FOX.OQ
4	64.0	Vice Chairman of the Board	Chase Carey			2016.0	FOX.OQ
5	61.0	Chief Financial Officer, Senior Executive Vice President	John Nallen			2013.0	FOX.OQ
6	68.0	Lead Independent Director	Roderick Eddington			2006.0	FOX.OQ
7	71.0	Director	David DeVoe			2013.0	FOX.OQ
8	43.0	Independent Director	Delphine Arnault			2013.0	FOX.OQ
9	57.0	Independent Director	James Breyer			2011.0	FOX.OQ
10	70.0	Independent Director	Jacques Nasser			2013.0	FOX.OQ
11	60.0	Independent Director	Robert Silberman			2013.0	FOX.OQ
12	56.0	Independent Director	Tidjane Thiam			2014.0	FOX.OQ
0	64.0	Executive Chairman of the Board	John Tyson			2011.0	TSN.N
1	59.0	President, Chief Executive Officer, Director	Noel White			2018.0	TSN.N
2	52.0	Chief Financial Officer, Executive Vice President	Stewart Glendinning			2018.0	TSN.N
3	46.0	Group President - Prepared Foods	Sally Grimes			2017.0	TSN.N
4	48.0	Group President - Poultry	Doug Ramsey			2017.0	TSN.N
5	57.0	President - Fresh Meats	Stephen Stouffer			2013.0	TSN.N
6	55.0	Chief Human Resource Officer, Executive Vice President	Mary Oleksiuk			2014.0	TSN.N
7	44.0	Senior Vice President, Chief Accounting Officer, Controller	Curt Calaway			2012.0	TSN.N
8	54.0	Chief Customer Officer	Scott Rouse			2017.0	TSN.N
9	60.0	Lead Independent Director	Gaurdie Banister			2014.0	TSN.N
10	44.0	Independent Director	Dean Banks			2017.0	TSN.N
11	71.0	Independent Director	Mike Beebe			2015.0	TSN.N
12	54.0	Independent Director	Mikel Durham			2015.0	TSN.N
13	62.0	Independent Director	Kevin McNamara			2007.0	TSN.N
14	45.0	Independent Director	Cheryl Miller			2016.0	TSN.N
15	55.0	Independent Director	Jeffrey Schomburger			2016.0	TSN.N
16	70.0	Independent Director	Robert Thurber			2009.0	TSN.N
17	68.0	Independent Director	Barbara Tyson			2015.0	TSN.N
0	57.0	Chairman of the Board, President, Chief Executive Officer	Andrew Cecere			2018.0	USB.N
1	56.0	Vice Chairman, Chief Financial Officer	Terrance Dolan			2016.0	USB.N
2	61.0	Vice Chairman, Chief Risk Officer	Paul Parker			2013.0	USB.N
3	61.0	Vice Chairman - Community Banking and Branch Delivery	John Elmore			2013.0	USB.N
4	62.0	Vice Chairman - Wholesale Banking	Leslie Godridge			2016.0	USB.N
5	47.0	Vice Chairman - Wealth Management & Securities Services Division	Gunjan Kedia			2016.0	USB.N
6	52.0	Vice Chairman - Wholesale Banking	James Kelligrew			2016.0	USB.N
7	53.0	Vice Chairman - Payment Services	Shailesh Kotwal			2015.0	USB.N
8	52.0	Vice Chairman - Technology and Operations Services	Jeffry von Gillern			2010.0	USB.N
9	52.0	Vice Chairman - Consumer Banking Sales and Support	Timothy Welsh			2017.0	USB.N
10	54.0	Executive Vice President, General Counsel	James Chosy			2016.0	USB.N
11	57.0	Executive Vice President - Human Resources	Jennie Carlson			2002.0	USB.N
12	53.0	Executive Vice President , Chief Strategy and Reputation Officer	Katherine Quinn			2013.0	USB.N
13	41.0	Executive Vice President, Chief Credit Officer	Mark Runkel			2013.0	USB.N
14	71.0	Lead Independent Director	David O'Maley			2017.0	USB.N
15	63.0	Director	Dorothy Bridges			2018.0	USB.N
16	57.0	Director	Elizabeth Buse			2018.0	USB.N
17	49.0	Director	Richard McKenney			2017.0	USB.N
18	51.0	Director	Yusuf Mehdi			2018.0	USB.N
19	56.0	Independent Director	Warner Baxter			2015.0	USB.N
20	50.0	Independent Director	Marc Casper			2015.0	USB.N
21	70.0	Independent Director	Arthur Collins			2017.0	USB.N
22	53.0	Independent Director	Kimberly Harris			2014.0	USB.N
23	60.0	Independent Director	Roland Hernandez			2012.0	USB.N
24	67.0	Independent Director	Olivia Kirtley			2006.0	USB.N
25	55.0	Independent Director	Karen Lynch			2016.0	USB.N
26	69.0	Independent Director	O'dell Owens			1991.0	USB.N
27	69.0	Independent Director	Craig Schnuck			2002.0	USB.N
28	51.0	Independent Director	Scott Wine			2014.0	USB.N
29	70.0	Independent Director	Doreen Woo Ho			2012.0	USB.N
0	57.0	Chairman of the Board, President, Chief Executive Officer	Thomas Toomey			2018.0	UDR.N
1	70.0	Independent Vice Chairman of the Board	Lynne Sagalyn			2010.0	UDR.N
2	38.0	Chief Financial Officer, Senior Vice President, Principal Financial Officer	Joseph Fisher			2017.0	UDR.N
3	55.0	Chief Operating Officer, Senior Vice President	Jerry Davis			2013.0	UDR.N
4	64.0	Senior Executive Vice President	Warren Troupe			2013.0	UDR.N
5	55.0	Senior Vice President, Chief Investment Officer	Harry Alcock			2017.0	UDR.N
6	47.0	Principal Accounting Officer, Vice President	Tracy Hofmeister			2018.0	UDR.N
7	82.0	Lead Independent Director	James Klingbeil			2018.0	UDR.N
8	73.0	Independent Director	Katherine Cattanach			2006.0	UDR.N
9	73.0	Independent Director	Robert Freeman			1998.0	UDR.N
10	73.0	Independent Director	Jon Grove			1998.0	UDR.N
11	65.0	Independent Director	Mary King			2015.0	UDR.N
12	62.0	Independent Director	Clinton McDonnough			2016.0	UDR.N
13	64.0	Independent Director	Robert McNamara			2014.0	UDR.N
14	57.0	Independent Director	Mark Patterson			2014.0	UDR.N
15		Vice President - Investor Relations	Christopher Van Ens			2017.0	UDR.N
0	73.0	Non-Executive Chairperson of the Board	Robert DiRomualdo			2018.0	ULTA.OQ
1	56.0	Chief Executive Officer, Director	Mary Dillon			2013.0	ULTA.OQ
2	57.0	Chief Financial Officer, Treasurer, Assistant Secretary	Scott Settersten			2013.0	ULTA.OQ
3	60.0	Chief Human Resource Officer	Jeffrey Childs			2013.0	ULTA.OQ
4	51.0	Chief Merchandising and Marketing Officer	David Kimbell			2015.0	ULTA.OQ
5	52.0	Chief Compliance Officer, General Counsel, Corporate Secretary	Jodi Caro			2015.0	ULTA.OQ
6	56.0	Independent Director	Sally Blount			2017.0	ULTA.OQ
7	58.0	Independent Director	Michelle Collins			2014.0	ULTA.OQ
8	73.0	Independent Director	Dennis Eck			2014.0	ULTA.OQ
9	55.0	Independent Director	Catherine Halligan			2012.0	ULTA.OQ
10	63.0	Independent Director	Charles Heilbronn			1995.0	ULTA.OQ
11	66.0	Independent Director	Michael MacDonald			2012.0	ULTA.OQ
12	65.0	Independent Director	George Mrkonic			2015.0	ULTA.OQ
13	61.0	Independent Director	Lorna Nagler			2009.0	ULTA.OQ
14	51.0	Independent Director	Vanessa Wittman			2014.0	ULTA.OQ
0	45.0	Chairman of the Board, Chief Executive Officer	Kevin Plank			2013.0	UA.N
1	55.0	President, Chief Operating Officer	Patrik Frisk			2017.0	UA.N
2	45.0	Chief Financial Officer	David Bergman			2017.0	UA.N
3	44.0	President - North America	Jason LaRose			2016.0	UA.N
4	53.0	Chief Human Resource Officer	Kerry Chandler			2015.0	UA.N
5	45.0	Chief Technology Officer	Paul Fipps			2017.0	UA.N
6	57.0	General Counsel, Corporate Secretary	John Stanton			2017.0	UA.N
7	54.0	Chief Supply Chain Officer	Colin Browne			2017.0	UA.N
8	81.0	Lead Independent Director	Alvin Krongard			2006.0	UA.N
9	60.0	Director	Mohamed El-Erian			2018.0	UA.N
10	59.0	Independent Director	George Bodenheimer			2014.0	UA.N
11	56.0	Independent Director	Douglas Coltharp			2004.0	UA.N
12	59.0	Independent Director	Jerri DeVard				UA.N
13	61.0	Independent Director	Karen Katz			2014.0	UA.N
14	56.0	Independent Director	William McDermott			2005.0	UA.N
15	66.0	Independent Director	Eric Olson			2012.0	UA.N
16	68.0	Independent Director	Harvey Sanders			2004.0	UA.N
0	45.0	Chairman of the Board, Chief Executive Officer	Kevin Plank			2013.0	UAA.N
1	55.0	President, Chief Operating Officer	Patrik Frisk			2017.0	UAA.N
2	45.0	Chief Financial Officer	David Bergman			2017.0	UAA.N
3	44.0	President - North America	Jason LaRose			2016.0	UAA.N
4	53.0	Chief Human Resource Officer	Kerry Chandler			2015.0	UAA.N
